Bahan,Lanmadaw,Yankin,South_Oakklar,Hlaing,Sanchoung,Condo_name,Total_Area_squft,Bedrooms,Bathrooms,Swimming_Pool,Security,Gym,Has_Elevator,Has_Parking,View_type,Price_USD,log_price
1,0,0,0,0,0,The Vista Condo,1041.0,2,1,0.0,0.0,0.0,0,0,City View,277777.78,12.534580320495701
1,0,0,0,0,0,The Vista Condo,984.0,2,1,1.0,0.0,1.0,1,1,City View,76666.67,11.24723538610811
1,0,0,0,0,0,Thekatto Yiek Thar Condo,1755.0,2,1,0.0,0.0,0.0,1,0,City View,122222.22,11.71360432403542
1,0,0,0,0,0,Time Link Condo,1800.0,3,3,0.0,0.0,0.0,0,0,City View,266666.67,12.493758480474876
1,0,0,0,0,0,Time Link Condo,2062.0,3,3,0.0,1.0,0.0,0,0,City View,531866.67,13.184149996781203
1,0,0,0,0,0,Treasure Residence Condo,1765.0,3,1,1.0,1.0,1.0,1,1,City View,298088.89,12.60515036429735
1,0,0,0,0,0,Treasure Residence Condo,1733.0,3,3,1.0,1.0,1.0,1,1,City View,248888.89,12.424765868808342
1,0,0,0,0,0,Treasure Residence Condo,1733.0,3,2,1.0,1.0,1.0,1,1,City View,255555.56,12.451199033990218
1,0,0,0,0,0,Treasure Residence Condo,1730.0,3,1,0.0,0.0,0.0,0,0,City View,255555.56,12.451199033990218
1,0,0,0,0,0,U chit Mg Pagoda mini Condo,1360.0,3,2,0.0,1.0,0.0,1,1,City View,100000.0,11.51293546492023
1,0,0,0,0,0,University  Paradise Condo,1600.0,3,2,0.0,0.0,0.0,0,0,City View,144444.44,11.880657137379487
1,0,0,0,0,0,University  Paradise Condo,1600.0,3,2,0.0,1.0,0.0,0,1,City View,166666.67,12.0237571087181
1,0,0,0,0,0,War Yar Latt (3) lann Condo,972.0,2,2,0.0,0.0,0.0,1,0,City View,77777.78,11.261623922320588
1,0,0,0,0,0,West Shwe Da Gone Condo,972.0,2,1,0.0,0.0,0.0,1,0,City View,77777.78,11.261623922320588
1,0,0,0,0,0,Yuzana Condo,1250.0,4,2,0.0,0.0,0.0,1,1,Shwe da gon View,113333.33,11.638097402003213
1,0,0,0,0,0,Yuzana Mini Condo,1250.0,4,2,0.0,0.0,0.0,1,1,Shwe da gone View,113333.33,11.638097402003213
1,0,0,0,0,0,Yuzana Tower,1800.0,3,2,0.0,1.0,0.0,1,1,City View,133333.33,11.800615012394072
0,0,0,0,1,0,Ngwe Aein San,927.0,3,1,1.0,1.0,0.0,1,1,Street View,2444.44,7.801980344818481
0,0,0,0,1,0,MICT park condo,1000.0,3,2,0.0,0.0,0.0,1,1,City View,87777.78,11.382575064763323
0,0,0,0,1,0,Golden Parami,1283.0,1,1,1.0,1.0,0.0,1,1,City,12888.89,9.464198562149729
0,0,0,0,1,0,Golden Parami,1330.0,2,1,0.0,0.0,0.0,1,1,Lake View,21333.33,9.968072791332412
0,0,0,0,1,0,Golden Parami,1302.0,3,2,1.0,1.0,0.0,1,1,Street View,244444.44,12.406747413711305
0,0,0,0,1,0,Golden Parami,1090.0,2,1,0.0,1.0,1.0,1,1,Lake View,11777.78,9.374054886477289
0,0,0,0,1,0,Golden parami,1803.0,3,2,1.0,1.0,1.0,1,1,City View,140000.0,11.849404844423074
0,0,0,0,1,0,grand mya kan thar,980.0,2,2,1.0,1.0,1.0,1,1,City View,188888.89,12.14891953167618
0,0,0,0,1,0,khine shwe yee,1300.0,3,3,0.0,0.0,0.0,1,0,City View,1311111.11,14.086386273963791
0,0,0,0,1,0,Mahar Swae,890.0,1,2,0.0,1.0,0.0,1,1,City View,39555.56,10.585486825433971
0,0,0,0,1,0,Mahar Swae,970.0,2,4,0.0,1.0,1.0,1,1,City View,5200.0,8.556606193773073
0,0,0,0,1,0,Mahar Swae,1020.0,2,5,0.0,0.0,0.0,1,1,City View,8777.78,9.080092724810408
0,0,0,0,1,0,Mahar Swae,950.0,2,6,1.0,0.0,1.0,1,1,City View,10866.67,9.293547605712762
0,0,0,0,1,0,Mahar Swae,840.0,1,3,0.0,1.0,0.0,1,0,City View,4266.67,8.358823289844702
0,0,0,0,1,0,Mahar Swae,880.0,1,1,0.0,1.0,0.0,1,1,Street View,48444.44,10.78819349524251
0,0,0,0,1,0,Mahar Swae,990.0,2,7,0.0,0.0,1.0,1,1,Garden View,9777.78,9.187970010871359
0,0,0,0,1,0,Mahar Swae,910.0,1,2,0.0,1.0,0.0,1,1,City View,34888.89,10.459952381410014
0,0,0,0,1,0,Mahar Swae,1050.0,3,8,0.0,1.0,1.0,1,1,Lake View,110888.89,11.616293005972741
0,0,0,0,1,0,Mahar Swae,870.0,1,1,0.0,1.0,0.0,1,1,Street View,3022.22,8.014077767520144
0,0,0,0,1,0,mahar swae condo,1088.0,2,2,0.0,1.0,0.0,1,1,City View,100000.0,11.51293546492023
0,0,0,0,1,0,MICT Park condo,1190.0,3,2,0.0,1.0,0.0,1,1,Lake View,16222.22,9.6941988283121
0,0,0,0,1,0,MICT Park condo,1270.0,3,2,1.0,0.0,1.0,1,1,Lake View,15333.33,9.637849384690714
0,0,0,0,1,0,Ngwe Aein San,1351.0,2,1,0.0,0.0,0.0,1,1,City View,11333.33,9.335591452240061
0,0,0,0,1,0,Ngwe Aein San,859.0,4,2,0.0,1.0,0.0,1,1,Street View,18000.0,9.798182590890704
0,0,0,0,1,0,Ngwe Aein San,1170.0,3,1,0.0,1.0,0.0,1,1,Garden View,2444.44,7.801980344818481
0,0,0,0,1,0,Ngwe Aein San,980.0,3,1,0.0,0.0,0.0,1,1,City View,13555.56,9.514625841994683
0,0,0,0,1,0,Ngwe Aein San tawin,9500.0,2,2,1.0,0.0,1.0,1,1,City View,214444.44,12.27581062602112
0,0,0,0,1,0,Parami Valley,980.0,2,1,0.0,1.0,0.0,1,1,City View,2666.67,7.888960711229582
0,0,0,0,1,0,Parami Valley,1150.0,3,2,1.0,0.0,1.0,0,1,Lake View,12222.22,9.411092700469904
0,0,0,0,1,0,Parami Valley,1030.0,3,1,0.0,1.0,0.0,1,0,Garden View,7777.78,8.959154792536765
0,0,0,0,1,0,Parami Valley,1200.0,4,1,0.0,0.0,1.0,1,1,Street View,11111.11,9.315790783593247
0,0,0,0,1,0,Parami Valley,870.0,2,1,0.0,0.0,0.0,1,1,City View,266666.67,12.493758480474876
0,0,0,0,1,0,Parami Valley,1100.0,3,1,1.0,0.0,0.0,1,1,Garden View,10000.0,9.210440366976517
0,0,0,0,1,0,Parami Valley,950.0,2,1,0.0,1.0,0.0,1,1,Lake View,4888.89,8.494925087328378
0,0,0,0,1,0,Parami Valley,1050.0,3,1,0.0,0.0,1.0,1,1,City View,10666.67,9.274972951190154
0,0,0,0,1,0,Parami Valley,980.0,2,1,0.0,1.0,0.0,1,1,Street View,6666.67,8.80502575254403
0,0,0,0,1,0,Parami Valley,1155.0,3,2,0.0,0.0,1.0,1,1,Garden View,13333.33,9.498097191634322
0,0,0,0,1,0,parami valley residence,1216.0,3,2,1.0,1.0,1.0,1,1,City View,1444444.44,14.183236027320124
0,0,0,0,1,0,Royal Thukha,970.0,2,2,0.0,0.0,0.0,1,1,City View,80000.0,11.289794413577894
0,0,0,0,1,0,Royal Thukha,1164.0,4,1,1.0,0.0,0.0,0,1,City View,12000.0,9.392745258631441
0,0,0,0,1,0,Royal Thukha,1176.0,2,1,0.0,0.0,0.0,1,1,City View,3777.78,8.237156485195465
0,0,0,0,1,0,Royal Thukha,951.0,3,2,0.0,0.0,1.0,0,1,City View,15111.11,9.623251688138444
0,0,0,0,1,0,Royal Thukha,1375.0,2,2,1.0,1.0,0.0,1,1,Garden View,20222.22,9.914586728164844
0,0,0,0,1,0,Royal Thukha,1205.0,4,2,0.0,0.0,1.0,1,1,Lake View,5777.78,8.661947866723093
0,0,0,0,1,0,Royal Thukha,1120.0,2,2,0.0,0.0,1.0,1,1,Garden View,14444.44,9.578134072803337
0,0,0,0,1,0,Royal Thukha,1225.0,3,2,0.0,1.0,1.0,1,0,Garden View,18222.22,9.810451884068616
0,0,0,0,1,0,The leaf condo,1725.0,4,3,0.0,0.0,0.0,1,1,City View,21111.11,9.957602088476522
0,0,0,0,1,0,The leaf condo,1725.0,4,4,1.0,0.0,1.0,1,1,City View,53333.33,10.884335492873245
0,0,0,0,1,0,The leaf condo,1140.0,3,2,1.0,1.0,1.0,0,1,Shwe Dagon Pagoda View,5111.11,8.539367513822732
0,0,0,0,1,0,The leaf condo,2400.0,3,2,0.0,1.0,0.0,1,1,City View,20000.0,9.90353755128617
0,0,0,0,1,0,The leaf condo,400.0,1,1,0.0,0.0,0.0,1,1,City View,7111.11,8.869554243890779
0,0,0,0,1,0,The leaf condo,1150.0,3,2,0.0,1.0,0.0,1,1,City View,160000.0,11.982935344196433
0,0,0,0,1,0,The leaf condo,1725.0,4,3,0.0,0.0,0.0,1,1,City View,211111.11,12.260144598368203
0,0,0,0,1,0,The Leaf Condo,1250.0,3,5,1.0,0.0,1.0,1,1,City View,124444.44,11.731622665903059
0,0,0,0,1,0,The Leaf Condo,1250.0,3,2,1.0,0.0,1.0,1,1,shwe dagon pagoda view,133333.33,11.800615012394072
0,0,0,0,1,0,The Leaf Condo,1250.0,3,2,1.0,0.0,1.0,1,1,City View,51111.11,10.841776734416348
0,0,0,0,1,0,The Leaf Condo,1250.0,3,3,1.0,0.0,1.0,1,1,City View,51111.11,10.841776734416348
0,0,0,0,1,0,The Leaf Condo,1250.0,4,1,1.0,0.0,1.0,1,1,City View,1488888.89,14.213541359972753
0,0,0,0,1,0,The Leaf Condo,1250.0,3,2,1.0,0.0,1.0,1,1,City View,173333.33,12.062977551872969
0,0,0,0,1,0,Ngwe Aein San,961.0,2,1,1.0,0.0,0.0,0,1,Lake View,7111.11,8.869554243890779
0,1,0,0,0,0,16 th st Condo,1125.0,2,3,0.0,0.0,0.0,1,0,City View,115555.56,11.65751538605125
0,1,0,0,0,0,Bahosi Condo,1900.0,3,2,0.0,1.0,0.0,0,1,City View,110888.89,11.616293005972741
0,1,0,0,0,0,Bahosi Condo,1000.0,2,1,0.0,1.0,0.0,0,1,City View,66666.67,11.107475406748813
0,1,0,0,0,0,Bar lann Condo,3000.0,3,3,0.0,0.0,0.0,1,1,City View,211111.11,12.260144598368203
0,1,0,0,0,0,Bar lann Condo,1500.0,3,2,0.0,0.0,0.0,0,0,City View,137777.78,11.833404634412092
0,1,0,0,0,0,Bo Aung Kyaw  Condo,990.0,1,1,0.0,0.0,0.0,0,0,City View,27777.78,10.232027698857296
0,1,0,0,0,0,Bo Aung Kyaw Tower Condo,1600.0,3,2,0.0,0.0,0.0,0,0,City View,151111.11,11.925777290648284
0,1,0,0,0,0,Brillance Mansion Condo,930.0,2,1,1.0,1.0,1.0,1,1,City View,144444.44,11.880657137379487
0,1,0,0,0,0,Brillance Mansion Condo,950.0,2,2,1.0,1.0,1.0,1,1,City View,177777.78,12.0882952473579
0,1,0,0,0,0,Brillance Mansion Condo,1200.0,2,2,1.0,0.0,1.0,1,1,City View,233333.33,12.36022759677688
0,1,0,0,0,0,Brillance Mansion Condo,1154.0,3,3,1.0,1.0,1.0,1,1,Garden View,233333.33,12.36022759677688
0,1,0,0,0,0,Brillance Mansion Condo,1154.0,3,3,1.0,1.0,1.0,1,1,City View,188888.89,12.14891953167618
0,1,0,0,0,0,Brillance Mansion Condo,1134.0,4,2,1.0,1.0,1.0,1,1,City View,188888.89,12.14891953167618
0,1,0,0,0,0,Brillance Mansion Condo,935.0,2,2,1.0,1.0,1.0,1,1,City View,155555.56,11.954764674371278
0,1,0,0,0,0,Brillance Mansion Condo,936.0,2,1,1.0,0.0,1.0,1,1,City View,155555.56,11.954764674371278
0,1,0,0,0,0,Brillance Mansion Condo,1154.0,3,2,1.0,1.0,1.0,1,1,City View,184444.44,12.125108980572302
0,1,0,0,0,0,Central Tower,2600.0,6,1,0.0,0.0,0.0,0,1,City View,173333.33,12.062977551872969
0,1,0,0,0,0,City Shine mini Condo,1512.0,3,3,0.0,0.0,0.0,0,0,City View,133333.33,11.800615012394072
0,1,0,0,0,0,City Shine mini Condo,1250.0,2,2,0.0,0.0,0.0,0,0,City View,91111.11,11.419846005258753
0,1,0,0,0,0,Classic Strand Condo,1921.0,3,2,0.0,1.0,1.0,1,1,River View,200000.0,12.206077645517674
0,1,0,0,0,0,CS D88,1500.0,2,2,0.0,0.0,0.0,0,0,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Dana Thiha Condo,2500.0,3,2,0.0,0.0,0.0,0,1,City View,155555.56,11.954764674371278
0,1,0,0,0,0,Grate Wall Condo,1350.0,3,1,0.0,1.0,0.0,1,1,City View,166666.67,12.0237571087181
0,1,0,0,0,0,Junction Mawtin Condo,1442.0,3,3,1.0,1.0,1.0,1,1,River View,217777.78,12.291235055900708
0,1,0,0,0,0,Junction Mawtin Condo,1500.0,3,3,1.0,1.0,1.0,1,1,River View,217777.78,12.291235055900708
0,1,0,0,0,0,Junction Mawtin Condo,1950.0,4,3,0.0,1.0,1.0,1,1,River View,255555.56,12.451199033990218
0,1,0,0,0,0,Kili Yiek Thar Condo,2500.0,3,4,0.0,1.0,0.0,1,1,City View,333333.33,12.716901259291694
0,1,0,0,0,0,Lan Thit Yiek Thar Condo,770.0,2,2,1.0,1.0,0.0,0,0,River View,84444.44,11.343860924330484
0,1,0,0,0,0,Lan Thit Yiek Thar Condo,1225.0,3,2,1.0,1.0,1.0,1,1,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Lanmadaw 16 st Condo,1125.0,2,3,0.0,0.0,0.0,1,0,City View,115555.56,11.65751538605125
0,1,0,0,0,0,Lanmadaw plaza Condo,1008.0,2,2,0.0,0.0,0.0,1,0,City View,60000.0,11.002116507732017
0,1,0,0,0,0,Lann 40 mini Condo,1250.0,2,2,0.0,0.0,0.0,0,1,City View,108888.89,11.598092467145824
0,1,0,0,0,0,Lann Thit Yiek Thar Condo,805.0,2,1,0.0,1.0,0.0,1,1,City View,94444.44,11.455777592251193
0,1,0,0,0,0,Magical World Condo,615.0,2,2,1.0,1.0,1.0,1,1,City View,113333.33,11.638097402003213
0,1,0,0,0,0,Magical World Condo,614.0,2,2,1.0,1.0,1.0,1,1,City View,104444.44,11.556420108779433
0,1,0,0,0,0,Magical World Condo (Tower D),589.0,2,2,,,,1,1,River View,128888.89,11.766713752957543
0,1,0,0,0,0,Medical World Condo,614.0,2,1,,,,0,1,City,113333.33,11.638097402003213
0,1,0,0,0,0,Megical Condo,613.0,2,2,,,,0,0,City,106666.67,11.57747339231356
0,1,0,0,0,0,Megical Condo,391.0,1,1,,,,0,0,City,75555.56,11.232636793845352
0,1,0,0,0,0,Megical World Condo,698.0,2,2,0.0,0.0,0.0,0,0,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Megical World Condo,350.0,1,1,1.0,1.0,1.0,0,0,Garden View,68888.89,11.140264711837528
0,1,0,0,0,0,Megical World Condo,350.0,1,1,1.0,1.0,1.0,1,1,City View,70000.0,11.156264806643742
0,1,0,0,0,0,Megical World Condo,613.0,2,1,1.0,1.0,1.0,1,1,Garden View,144444.44,11.880657137379487
0,1,0,0,0,0,Megical World Condo,398.0,1,1,0.0,0.0,0.0,0,0,City View,72222.22,11.187516879824784
0,1,0,0,0,0,Megical World Condo,417.0,1,1,1.0,0.0,0.0,1,1,Garden View,91111.11,11.419846005258753
0,1,0,0,0,0,Megical World Condo,392.0,1,1,1.0,0.0,1.0,1,1,City View,88888.89,11.395153691750423
0,1,0,0,0,0,Megical World Condo,406.0,1,1,1.0,1.0,1.0,1,1,City View,71111.11,11.172012924775979
0,1,0,0,0,0,Megical World Condo,613.0,2,2,1.0,1.0,1.0,1,1,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Megical World Condo,428.0,1,1,1.0,1.0,1.0,1,1,City View,75555.56,11.232636793845352
0,1,0,0,0,0,Megical World Condo,348.0,1,1,1.0,1.0,1.0,1,1,City View,68888.89,11.140264711837528
0,1,0,0,0,0,Megical World Condo,400.0,1,1,1.0,1.0,1.0,1,1,City View,88888.89,11.395153691750423
0,1,0,0,0,0,Megical World Stylish Condo,400.0,1,1,0.0,0.0,0.0,0,0,City View,73111.11,11.199749295491884
0,1,0,0,0,0,Merchet Suite Condo,1470.0,3,3,1.0,1.0,1.0,1,1,City View,133333.33,11.800615012394072
0,1,0,0,0,0,MGW Tower,2360.0,3,2,0.0,0.0,0.0,1,1,City View,113333.33,11.638097402003213
0,1,0,0,0,0,Min Ye Kyaw Swar Condo,2200.0,3,3,0.0,1.0,0.0,1,1,City View,195555.56,12.183604926028561
0,1,0,0,0,0,Mingalar Tower Condo,1500.0,3,1,0.0,0.0,0.0,0,1,City View,55555.56,10.925156879904668
0,1,0,0,0,0,MWEA Tower Condo,1550.0,3,4,0.0,0.0,0.0,0,0,City View,117777.78,11.676563398149788
0,1,0,0,0,0,Myawaddy Condo,1950.0,4,3,0.0,1.0,0.0,1,1,City View,255555.56,12.451199033990218
0,1,0,0,0,0,Myawaddy Condo,1950.0,4,4,0.0,1.0,1.0,1,0,City View,255555.56,12.451199033990218
0,1,0,0,0,0,Myawaddy Condo,2000.0,3,2,0.0,1.0,0.0,1,1,City View,255555.56,12.451199033990218
0,1,0,0,0,0,Myawaddy Condo,1905.0,2,1,0.0,1.0,0.0,1,1,City View,177777.78,12.0882952473579
0,1,0,0,0,0,Naing Group Sule Tower,742.0,1,1,0.0,1.0,0.0,1,1,City View,88888.89,11.395153691750423
0,1,0,0,0,0,Naing Group Sule Tower Condo,1227.0,2,2,1.0,1.0,1.0,1,0,City View,217777.78,12.291235055900708
0,1,0,0,0,0,Naing Group Tower,1500.0,2,1,0.0,1.0,0.0,0,0,City View,244444.44,12.406747413711305
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo,1250.0,2,1,0.0,1.0,0.0,1,1,City View,84444.44,11.343860924330484
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo,1300.0,1,1,0.0,1.0,0.0,1,1,City View,77777.78,11.261623922320588
0,1,0,0,0,0,Nyaung Pin Lay Zay Condo,1300.0,3,2,0.0,1.0,0.0,1,1,City View,131111.11,11.783808037720673
0,1,0,0,0,0,Olympic Tower Condo,3000.0,5,6,0.0,0.0,0.0,0,0,City View,244444.44,12.406747413711305
0,1,0,0,0,0,Pan So Dan Condo,1980.0,3,2,0.0,0.0,0.0,0,0,City View,222222.22,12.31143765117792
0,1,0,0,0,0,Pansodan business Tower,900.0,1,1,0.0,0.0,0.0,1,1,City View,44444.44,10.702017648503023
0,1,0,0,0,0,Pansodan condo,1250.0,2,2,0.0,1.0,0.0,1,0,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Pansodan Road Tower,3000.0,3,2,0.0,1.0,0.0,1,1,City View,133333.33,11.800615012394072
0,1,0,0,0,0,Penthouse Luxury Condo,3136.0,4,1,0.0,1.0,0.0,1,1,City View,555555.56,13.227725701060521
0,1,0,0,0,0,Penthouse Luxury Condo,7783.0,5,1,0.0,1.0,0.0,1,1,City View,600000.0,13.304686600863562
0,1,0,0,0,0,Phoe Sein Condo,1750.0,3,3,0.0,0.0,0.0,1,1,City View,82666.67,11.32258387350213
0,1,0,0,0,0,Pin Lone Htate Htar Condo,1500.0,2,2,0.0,0.0,0.0,0,0,City View,155555.56,11.954764674371278
0,1,0,0,0,0,Ruby 36 Condo,1029.0,2,1,0.0,1.0,0.0,1,0,City View,217777.78,12.291235055900708
0,1,0,0,0,0,Ruby 36 Condo,1100.0,3,2,0.0,0.0,0.0,1,1,City View,33333.33,10.414343075855122
0,1,0,0,0,0,Shine Condo,1250.0,3,2,0.0,1.0,0.0,1,0,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Shine Condo,3000.0,3,3,0.0,0.0,0.0,0,0,City View,444444.44,13.004582581745437
0,1,0,0,0,0,Strand Condo,1825.0,4,3,0.0,1.0,0.0,1,1,City View,188888.89,12.14891953167618
0,1,0,0,0,0,Strand Condo,1970.0,4,3,0.0,1.0,0.0,1,1,City View,144444.44,11.880657137379487
0,1,0,0,0,0,Sule Square Tower,1227.0,2,2,1.0,1.0,1.0,1,1,City View,217777.78,12.291235055900708
0,1,0,0,0,0,Sule Tower,1342.0,3,3,0.0,0.0,0.0,1,1,City View,134200.0,11.807093955056784
0,1,0,0,0,0,Sule Tower,1350.0,3,3,0.0,0.0,0.0,0,0,City View,300000.0,12.611541086966115
0,1,0,0,0,0,Sule Tower,1250.0,2,1,0.0,1.0,0.0,1,1,City View,144444.44,11.880657137379487
0,1,0,0,0,0,Sule Tower 2,1227.0,2,2,1.0,0.0,1.0,1,0,City View,217777.78,12.291235055900708
0,1,0,0,0,0,Sule Tower 2 Condo,1100.0,2,2,1.0,1.0,1.0,1,1,City View,106666.67,11.57747339231356
0,1,0,0,0,0,Tak Lann Condo,1500.0,3,2,0.0,1.0,0.0,1,0,City View,122222.22,11.71360432403542
0,1,0,0,0,0,Tak Lann Condo,770.0,2,2,1.0,1.0,0.0,1,1,River View,84444.44,11.343860924330484
0,1,0,0,0,0,Time Square Condo,1800.0,3,2,0.0,1.0,0.0,1,1,City View,153333.33,11.940375979776043
0,1,0,0,0,0,United Condo,1980.0,1,1,0.0,0.0,0.0,1,0,City View,244444.44,12.406747413711305
0,1,0,0,0,0,War Dan Land Condo,2500.0,2,2,0.0,1.0,0.0,1,1,City View,91111.11,11.419846005258753
0,1,0,0,0,0,Yadanar Mying Condo,1925.0,4,2,0.0,0.0,0.0,0,0,City View,93333.33,11.44394327199769
0,1,0,0,0,0,Zizawar Condo,3800.0,3,3,0.0,0.0,0.0,0,0,Nice View,333333.33,12.716901259291694
0,1,0,0,0,0,Zizawar Condo,7600.0,6,5,0.0,0.0,0.0,1,0,City View,355555.56,12.781439615429745
0,0,0,0,0,1,Shwe Pyi Aye,1150.0,3,2,1.0,1.0,1.0,1,1,City View,4444.44,8.399634130675599
0,0,0,0,0,1,Shwe Pyi Aye,1200.0,4,1,1.0,1.0,1.0,1,1,shwe dagon pagoda view,133333.33,11.800615012394072
0,0,0,0,0,1,Shwe Pyi Aye,1280.0,4,1,1.0,1.0,1.0,1,1,Garden View,126666.67,11.74932216405572
